ID	name	source	formula	mass	charge	xrefs
MNXM1103533	O-decanoyl-(R)-carnitine	M_c10crn_c;M_c10crn_e	C17H33NO4	315.44826	0	chebi:28717;CHEBI:28717;CHEBI:68830;SLM:000390017;bigg.metabolite:c10crn;biggM:M_c10crn;biggM:c10crn;chebi:21951;chebi:68830;chebi:7681;hmdb:HMDB0000651;hmdb:HMDB00651;kegg.compound:C03299;keggC:C03299;keggC:M_C03299;lipidmaps:LMFA07070006;lipidmaps:LMFA07070059;lipidmapsM:LMFA07070006;lipidmapsM:LMFA07070059;metacyc.compound:CPD-19741;metacycM:CPD-19741;sabiork.compound:25027;sabiork.compound:6535;sabiorkM:25027;sabiorkM:6535;seed.compound:cpd02105;seedM:M_cpd02105;seedM:cpd02105;slm:000390017
MNXM1103552	beta-D-glucose 6-phosphate	M_M01389_c;M_man6p_c	C6H11O9P	258.119901	-2	chebi:58247;CHEBI:17719;CHEBI:58247;bigg.metabolite:M01389;bigg.metabolite:g6p_B;bigg.metabolite:man6p;biggM:M01389;biggM:M_M01389;biggM:M_g6p_B;biggM:M_man6p;biggM:g6p_B;biggM:man6p;chebi:10399;chebi:12375;chebi:17719;chebi:22797;chebi:41041;hmdb:HMDB0003498;hmdb:HMDB03498;kegg.compound:C01172;keggC:C01172;keggC:M_C01172;metacyc.compound:GLC-6-P;metacycM:GLC-6-P;sabiork.compound:1357;sabiorkM:1357;seed.compound:cpd00863;seedM:M_cpd00863;seedM:cpd00863
MNXM1103553	GTP	M_gtp_c;M_gtp_e;M_gtp_m;M_gtp_n	C10H12N5O14P3	519.148863	-4	biggM:gtp;bigg.metabolite:gtp;biggM:M_gtp
MNXM1103557	Orotidine 5'-phosphate	M_orot5p_c;M_orot5p_e	C10H10N2O11P	365.167041	-3	biggM:orot5p;bigg.metabolite:orot5p;biggM:M_orot5p
MNXM1103578	Propinol adenylate	M_HC01668_c;M_HC01668_m	C13H17N5O8P	402.276741	-1	biggM:HC01668;bigg.metabolite:HC01668;biggM:M_HC01668
MNXM1103586	1D-myo-Inositol 1,3,4-trisphosphate	M_mi134p_c	C6H9O15P3	414.047943	-6	biggM:mi134p;bigg.metabolite:mi134p;biggM:M_mi134p
MNXM1103601	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA	M_cholcoar_c;M_cholcoar_m;M_cholcoar_r;M_cholcoar_x	C48H76N7O20P3S	1196.139503	-4	biggM:cholcoar;bigg.metabolite:cholcoar;biggM:M_cholcoar
MNXM1103616	Hexanoyl-CoA (n-C6:0CoA)	M_hxcoa_c;M_hxcoa_e;M_hxcoa_m;M_hxcoa_x	C27H42N7O17P3S	861.646643	-4	biggM:hxcoa;bigg.metabolite:hxcoa;biggM:M_hxcoa
MNXM1103622	N6-(1,2-Dicarboxyethyl)-AMP	M_dcamp_c	C14H14N5O11P	459.261821	-4	biggM:dcamp;bigg.metabolite:dcamp;biggM:M_dcamp
MNXM1103624	1D-myo-Inositol 1,3-bisphosphate	M_mi13p_c	C6H10O12P2	336.083922	-4	biggM:mi13p;bigg.metabolite:mi13p;biggM:M_mi13p
MNXM1103636	Methyl-Succinyl Coenzyme A	M_methsuccoa_c	C26H37N7O19P3S	876.595043	-5	biggM:methsuccoa;bigg.metabolite:methsuccoa;biggM:M_methsuccoa
MNXM1103643	Nervonyl coenzyme A	M_nrvnccoa_c;M_nrvnccoa_r;M_nrvnccoa_x	C45H76N7O17P3S	1112.109203	-4	biggM:nrvnccoa;bigg.metabolite:nrvnccoa;biggM:M_nrvnccoa
MNXM1103657	N-Acetyl-D-talosamine	M_acmana_c;M_acmana_e;M_acmana_r	C8H15NO6	221.20784	0	keggC:C21061;bigg.metabolite:acmana;biggM:M_acmana;biggM:acmana;kegg.compound:C21061;keggC:M_C21061
MNXM1103678	(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine	M_m2mn_l	C26H45NO21	707.62964	0	biggM:m2mn;bigg.metabolite:m2mn;biggM:M_m2mn
MNXM1103684	16-Glucuronide-estriol	M_estriolglc_c;M_estriolglc_e;M_estriolglc_r	C24H31O9	463.49754	-1	biggM:estriolglc;bigg.metabolite:estriolglc;biggM:M_estriolglc
MNXM1103691	Etiocholan-3alpha-ol-17-one 3-glucuronide	M_ahandrostanglc_c;M_ahandrostanglc_e;M_ahandrostanglc_r	C25H37O8	465.55648	-1	biggM:ahandrostanglc;bigg.metabolite:ahandrostanglc;biggM:M_ahandrostanglc
MNXM1103693	27-Hydroxycholesterol	M_M00625_c;M_M00625_m	C27H46O2	402.65294	0	biggM:M00625;bigg.metabolite:M00625;biggM:M_M00625
MNXM1103694	27-Hydroxycholesterol	M_xol27oh_c;M_xol27oh_e;M_xol27oh_m;M_xol27oh_r	C27H46O2	402.65294	0	biggM:xol27oh;bigg.metabolite:xol27oh;biggM:M_xol27oh
MNXM1103696	Maltodecaose	M_CE2839_c;M_CE2839_e	C60H102O51	1639.42128	0	biggM:CE2839;bigg.metabolite:CE2839;biggM:M_CE2839
MNXM1103698	Maltononaose	M_CE2838_c;M_CE2838_e	C54H92O46	1477.28068	0	biggM:CE2838;bigg.metabolite:CE2838;biggM:M_CE2838
MNXM1103704	6-oxo-prostaglandin F1alpha	M_CE0955_c;M_CE0955_e;M_CE0955_r	C20H33O6	369.47242	-1	biggM:CE0955;bigg.metabolite:CE0955;biggM:M_CE0955
MNXM1103706	7Alpha,26-Dihydroxycholest-4-En-3-One	M_M00979_c	C27H44O3	416.63646	0	biggM:M00979;bigg.metabolite:M00979;biggM:M_M00979;hmdb:HMDB0012459;hmdb:HMDB12459
MNXM1103713	1D myo Inositol 1 3 4 5 tetrakisphosphate	M_mi1345p_c	C6H8O18P4	492.011964	-8	biggM:mi1345p;bigg.metabolite:mi1345p;biggM:M_mi1345p
MNXM1103718	CTP	M_ctp_c;M_ctp_e;M_ctp_m;M_ctp_n	C9H12N3O14P3	479.124683	-4	biggM:ctp;bigg.metabolite:ctp;biggM:M_ctp
MNXM1103720	Core3	M_core3_g	C16H27N2O10*	407.39306	0	biggM:core3;bigg.metabolite:core3;biggM:M_core3
MNXM1103724	O-propanoylcarnitine	M_pcrn_c;M_pcrn_e;M_pcrn_m;M_pcrn_x	C10H19NO4	217.2622	0	chebi:28867;CHEBI:28867;bigg.metabolite:pcrn;biggM:M_pcrn;biggM:pcrn;chebi:21972;chebi:7701;hmdb:HMDB0000824;hmdb:HMDB00824;kegg.compound:C03017;keggC:C03017;keggC:M_C03017;lipidmaps:LMFA07070105;lipidmapsM:LMFA07070105;reactome:R-ALL-390274;reactomeM:R-ALL-390274;seed.compound:cpd01934;seedM:M_cpd01934;seedM:cpd01934
MNXM1103729	Neuromedin N	M_CE5797_e	C32H51N5O7	617.77684	0	biggM:CE5797;bigg.metabolite:CE5797;biggM:M_CE5797
MNXM1103756	2,6-dimethylheptanoyl carnitine	M_dmhptcrn_c;M_dmhptcrn_e;M_dmhptcrn_m	C16H31NO4	301.42168	0	chebi:84095;CHEBI:84095;CHEBI:86054;bigg.metabolite:dmhptcrn;biggM:M_dmhptcrn;biggM:dmhptcrn;chebi:86054;hmdb:HMDB0006320;hmdb:HMDB06320;lipidmaps:LMFA07070029;lipidmapsM:LMFA07070029
MNXM1103762	1-Arachidonoylglycerophosphoinositol	M_pailar_hs_c;M_pailar_hs_e	C29H48O12P	619.657981	-1	biggM:pailar_hs;bigg.metabolite:pailar_hs;biggM:M_pailar_hs
MNXM1103767	Trans-2-All-Cis-6,9,12,15,18-Tetracosahexaenoyl Coenzyme A	M_CE4838_x	C45H66N7O17P3S	1102.029803	-4	biggM:CE4838;bigg.metabolite:CE4838;biggM:M_CE4838
MNXM1103769	Xanthosine	M_xtsn_c;M_xtsn_e	C10H12N4O6	284.22564	0	biggM:xtsn;bigg.metabolite:xtsn;biggM:M_xtsn
MNXM1103772	3-Oxo-Octanoyl Coenzyme A	M_HC01406_m;M_HC01406_x	C29H44N7O18P3S	903.683323	-4	biggM:HC01406;bigg.metabolite:HC01406;biggM:M_HC01406
MNXM1103774	Androsterone glucuronide	M_andrstrnglc_c;M_andrstrnglc_e;M_andrstrnglc_r	C25H37O8	465.55648	-1	biggM:andrstrnglc;bigg.metabolite:andrstrnglc;biggM:M_andrstrnglc
MNXM1103776	3-Oxotetradecanoyl-CoA	M_3otdcoa_m;M_3otdcoa_x	C35H56N7O18P3S	987.842803	-4	biggM:3otdcoa;bigg.metabolite:3otdcoa;biggM:M_3otdcoa
MNXM1103784	2-hydroxybutanoate	M_2hb_c;M_2hb_e	C4H7O3	103.09658	-1	chebi:64552;CHEBI:1148;CHEBI:64552;bigg.metabolite:2hb;biggM:2hb;biggM:M_2hb;chebi:1148;chebi:675746;envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/c79bd2ad-5e18-41b7-9b12-5232412c1193;envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/c79bd2ad-5e18-41b7-9b12-5232412c1193;hmdb:HMDB0000008;hmdb:HMDB00008;lipidmaps:LMFA01050004;lipidmapsM:LMFA01050004;sabiork.compound:2835;sabiorkM:2835
MNXM1103799	D-Galacturonolactone	M_glac_c;M_glac_r	C6H8O6	176.12412	0	keggC:C06430;bigg.metabolite:glac;biggM:M_glac;biggM:glac;kegg.compound:C06430;keggC:M_C06430;seed.compound:cpd03853;seedM:M_cpd03853;seedM:cpd03853
MNXM1103802	Acetoacetyl-CoA	M_aacoa_c;M_aacoa_m;M_aacoa_x	C25H36N7O18P3S	847.577003	-4	biggM:aacoa;bigg.metabolite:aacoa;biggM:M_aacoa
MNXM1103804	9E-Tetradecenoyl Coenzyme A	M_M00129_c;M_M00129_m;M_M00129_r	C35H56N7O17P3S	971.843403	-4	biggM:M00129;bigg.metabolite:M00129;biggM:M_M00129
MNXM1103806	1-Phosphatidyl-1D-myo-inositol 3-phosphate (Homo sapiens)	M_pail3p_hs_c;M_pail3p_hs_n	C11H15O16P2*	465.174722	-3	biggM:pail3p_hs;bigg.metabolite:pail3p_hs;biggM:M_pail3p_hs
MNXM1103809	4Alpha-Formyl-5Alpha-Cholesta-8-En-3Beta-Ol	M_M00960_c	C28H46O2	414.66364	0	biggM:M00960;bigg.metabolite:M00960;biggM:M_M00960
MNXM1103811	(S)-3-Hydroxyisobutyryl-CoA	M_3hibutcoa_m;M_HC01223_m	C25H38N7O18P3S	849.592883	-4	biggM:3hibutcoa;bigg.metabolite:3hibutcoa;bigg.metabolite:HC01223;biggM:HC01223;biggM:M_3hibutcoa;biggM:M_HC01223
MNXM1103817	Ceramide (homo sapiens)	M_crm_hs_c;M_crm_hs_e;M_crm_hs_g;M_crm_hs_l;M_crm_hs_n;M_crm_hs_r	C19H36NO3*	326.49408	0	biggM:crm_hs;bigg.metabolite:crm_hs;biggM:M_crm_hs
MNXM1103818	24-Hydroxycholesterol	M_xol24oh_c;M_xol24oh_e;M_xol24oh_r	C27H46O2	402.65294	0	biggM:xol24oh;bigg.metabolite:xol24oh;biggM:M_xol24oh
MNXM1103820	(S)-3-Hydroxybutanoyl-CoA	M_3hbcoa_m;M_3hbcoa_x	C25H38N7O18P3S	849.592883	-4	biggM:3hbcoa;bigg.metabolite:3hbcoa;biggM:M_3hbcoa
MNXM1103822	Phosphatidylinositol-3,4,5-trisphosphate (Homo sapiens)	M_pail345p_hs_c;M_pail345p_hs_n;M_pail345p_hs_r	C11H13O22P4*	621.102764	-7	biggM:pail345p_hs;bigg.metabolite:pail345p_hs;biggM:M_pail345p_hs
MNXM1103831	Pristanoyl-CoA	M_pristcoa_c;M_pristcoa_x	C40H68N7O17P3S	1043.992183	-4	biggM:pristcoa;bigg.metabolite:pristcoa;biggM:M_pristcoa
MNXM1103837	Chenodeoxycholoyl coenzyme a	M_dcholcoa_c;M_dcholcoa_r;M_dcholcoa_x;M_dgcholcoa_x	C45H70N7O19P3S	1138.060363	-4	biggM:dcholcoa;bigg.metabolite:dcholcoa;bigg.metabolite:dgcholcoa;biggM:M_dcholcoa;biggM:M_dgcholcoa;biggM:dgcholcoa
MNXM1103845	3alpha,7alpha,26-Trihydroxy-5beta-cholestane	M_xol7ah3_c;M_xol7ah3_e;M_xol7ah3_m	C27H48O3	420.66822	0	biggM:xol7ah3;bigg.metabolite:xol7ah3;biggM:M_xol7ah3
MNXM1103849	(R)-3-hydroxy-2-methylpropanoate	M_3hmp_c;M_3hmp_e;M_3hmp_m	C4H7O3	103.09658	-1	chebi:141211;CHEBI:141211;bigg.metabolite:3hmp;biggM:3hmp;biggM:M_3hmp;hmdb:HMDB0000336;hmdb:HMDB00336;lipidmaps:LMFA01050382;lipidmapsM:LMFA01050382;metacyc.compound:CPD-12176;metacycM:CPD-12176;seed.compound:cpd19043;seedM:M_cpd19043;seedM:cpd19043
MNXM1103851	13-Docosenoyl Coenzyme A	M_doco13ecoa_c;M_doco13ecoa_x	C43H72N7O17P3S	1084.056043	-4	biggM:doco13ecoa;bigg.metabolite:doco13ecoa;biggM:M_doco13ecoa
MNXM1103853	(2E)-Hexacosenoyl Coenzyme A	M_M00049_c;M_M00049_x	C47H80N7O17P3S	1140.162363	-4	biggM:M00049;bigg.metabolite:M00049;biggM:M_M00049
MNXM1103857	GM1-pool	M_HC02161_e	C56H95N3O31*	1306.35512	-1	biggM:HC02161;bigg.metabolite:HC02161;biggM:M_HC02161
MNXM1103858	Ganglioside GM1 (homo sapiens)	M_gm1_hs_c;M_gm1_hs_e;M_gm1_hs_g;M_gm1_hs_l;M_gm1_hs_n	C56H95N3O31*	1306.35512	-1	biggM:gm1_hs;bigg.metabolite:gm1_hs;biggM:M_gm1_hs
MNXM1103861	GM2-pool	M_HC02160_e	C50H85N3O26*	1144.21452	-1	biggM:HC02160;bigg.metabolite:HC02160;biggM:M_HC02160
MNXM1103862	Ganglioside GM2 (homo sapiens)	M_gm2_hs_c;M_gm2_hs_e;M_gm2_hs_g;M_gm2_hs_l	C50H85N3O26*	1144.21452	-1	biggM:gm2_hs;bigg.metabolite:gm2_hs;biggM:M_gm2_hs
MNXM1103865	GD1b (homo sapiens)	M_gd1b_hs_c;M_gd1b_hs_e;M_gd1b_hs_g;M_gd1b_hs_l	C67H111N4O39*	1596.6018	-2	biggM:gd1b_hs;bigg.metabolite:gd1b_hs;biggM:M_gd1b_hs
MNXM1103867	D-Glucuronate 1-phosphate	M_glcur1p_c	C6H8O10P	271.095481	-3	biggM:glcur1p;bigg.metabolite:glcur1p;biggM:M_glcur1p
MNXM1103873	3-Hydroxyhexacosanoyl Coenzyme A	M_M00783_c;M_M00783_x	C47H82N7O18P3S	1158.177643	-4	biggM:M00783;bigg.metabolite:M00783;biggM:M_M00783
MNXM1103876	11-Eicosenoyl Coenzyme A	M_ei11ecoa_x	C41H68N7O17P3S	1056.002883	-4	biggM:ei11ecoa;bigg.metabolite:ei11ecoa;biggM:M_ei11ecoa
MNXM1103878	FMN	M_fmn_c;M_fmn_e	C17H18N4O9P	453.320141	-3	chebi:58210;CHEBI:17621;CHEBI:58210;bigg.metabolite:fmn;biggM:M_fmn;biggM:fmn;chebi:13317;chebi:17621;chebi:21127;chebi:42587;chebi:4960;hmdb:HMDB0001520;hmdb:HMDB01520;kegg.compound:C00061;keggC:C00061;keggC:M_C00061;metacyc.compound:FMN;metacyc.compound:Ox-FMN-Flavoproteins;metacyc.compound:Oxidized-flavodoxins;metacycM:FMN;metacycM:Ox-FMN-Flavoproteins;metacycM:Oxidized-flavodoxins;reactome:R-ALL-389864;reactome:R-ALL-73524;reactome:R-ALL-76629;reactomeM:R-ALL-389864;reactomeM:R-ALL-73524;reactomeM:R-ALL-76629;seed.compound:cpd00050;seed.compound:cpd27731;seed.compound:cpd27758;seedM:M_cpd00050;seedM:M_cpd27731;seedM:M_cpd27758;seedM:cpd00050;seedM:cpd27731;seedM:cpd27758
MNXM1103880	Hexacosanoyl CoA n C260CoA	M_hexccoa_c;M_hexccoa_r;M_hexccoa_x	C47H82N7O17P3S	1142.178243	-4	biggM:hexccoa;bigg.metabolite:hexccoa;biggM:M_hexccoa
MNXM1103883	(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA	M_CE5166_m;M_CE5166_x;M_cholcoas_m;M_cholcoas_x	C48H76N7O20P3S	1196.139503	-4	chebi:77251;CHEBI:37643;CHEBI:77251;SLM:000485380;bigg.metabolite:CE5166;bigg.metabolite:cholcoas;biggM:CE5166;biggM:M_CE5166;biggM:M_cholcoas;biggM:cholcoas;chebi:37643;hmdb:HMDB0060307;hmdb:HMDB60307;kegg.compound:C17343;keggC:C17343;keggC:M_C17343;lipidmaps:LMFA07050106;lipidmapsM:LMFA07050106;metacyc.compound:CPD-10505;metacycM:CPD-10505;reactome:R-ALL-192316;reactomeM:R-ALL-192316;seed.compound:cpd17481;seedM:M_cpd17481;seedM:cpd17481;slm:000485380
MNXM1103884	Tetracosapentaenoyl coenzyme A, n-6	M_tetpent6coa_c;M_tetpent6coa_m;M_tetpent6coa_r;M_tetpent6coa_x	C45H68N7O17P3S	1104.045683	-4	biggM:tetpent6coa;bigg.metabolite:tetpent6coa;biggM:M_tetpent6coa
MNXM1103886	1-Phosphatidyl-1D-myo-inositol 4-phosphate (Homo sapiens)	M_pail4p_hs_c;M_pail4p_hs_n	C11H15O16P2*	465.174722	-3	biggM:pail4p_hs;bigg.metabolite:pail4p_hs;biggM:M_pail4p_hs
MNXM1103897	N-acetyl-D-galactosamine	M_acgam_c;M_acgam_e;M_acgam_l;M_acgam_r	C8H15NO6	221.20784	0	chebi:28037;CHEBI:28037;bigg.metabolite:acgam;biggM:M_acgam;biggM:acgam;chebi:21502;chebi:546804;chebi:7110;kegg.compound:C01132;keggC:C01132;keggC:M_C01132;metacyc.compound:N-acetyl-D-galactosamine;metacycM:N-acetyl-D-galactosamine;reactome:R-ALL-1605658;reactome:R-ALL-2186969;reactome:R-ALL-2981042;reactomeM:R-ALL-1605658;reactomeM:R-ALL-2186969;reactomeM:R-ALL-2981042;seed.compound:cpd27607;seedM:M_cpd27607;seedM:cpd27607
MNXM1103898	N-acetyl-D-glucosamine	M_acgal_c;M_acgal_e;M_acgal_g;M_acgal_l	C8H15NO6	221.20784	0	chebi:506227;CHEBI:21601;CHEBI:506227;bigg.metabolite:acgal;biggM:M_acgal;biggM:acgal;chebi:21601;hmdb:HMDB0000215;hmdb:HMDB0000533;hmdb:HMDB0014288;hmdb:HMDB00215;hmdb:HMDB00533;hmdb:HMDB14288;kegg.compound:C00140;kegg.compound:C03136;keggC:C00140;keggC:C03136;keggC:M_C00140;keggC:M_C03136;metacyc.compound:N-acetyl-D-glucosamine;metacyc.compound:N-acetyl-D-hexosamines;metacycM:N-acetyl-D-glucosamine;metacycM:N-acetyl-D-hexosamines;seed.compound:cpd00122;seed.compound:cpd02006;seed.compound:cpd27608;seed.compound:cpd27610;seedM:M_cpd00122;seedM:M_cpd02006;seedM:M_cpd27608;seedM:M_cpd27610;seedM:cpd00122;seedM:cpd02006;seedM:cpd27608;seedM:cpd27610
MNXM1103903	testosterone	M_tststerone_c;M_tststerone_e;M_tststerone_r	C19H28O2	288.42442	0	chebi:17347;CHEBI:17347;SLM:000001059;bigg.metabolite:tststerone;biggM:M_tststerone;biggM:tststerone;chebi:15214;chebi:26883;chebi:45798;chebi:9461;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/457fd5a1-1a98-4635-8c71-ed7986fdc82c;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/457fd5a1-1a98-4635-8c71-ed7986fdc82c;kegg.compound:C00535;kegg.drug:D00075;keggC:C00535;keggC:M_C00535;keggD:D00075;keggD:M_D00075;lipidmaps:LMST02020002;lipidmapsM:LMST02020002;metacyc.compound:TESTOSTERONE;metacycM:TESTOSTERONE;reactome:R-ALL-193057;reactome:R-ALL-30321;reactome:R-ALL-5618089;reactomeM:R-ALL-193057;reactomeM:R-ALL-30321;reactomeM:R-ALL-5618089;seed.compound:cpd00420;seedM:M_cpd00420;seedM:cpd00420;slm:000001059
MNXM1103904	nifedipine	M_nfd_c;M_nfd_e;M_nifedipine_c;M_nifedipine_e	C17H18N2O6	346.3347	0	chebi:7565;CHEBI:7565;bigg.metabolite:nfd;bigg.metabolite:nifedipine;biggM:M_nfd;biggM:M_nifedipine;biggM:nfd;biggM:nifedipine;hmdb:HMDB0015247;hmdb:HMDB15247;kegg.compound:C07266;kegg.drug:D00437;keggC:C07266;keggC:M_C07266;keggD:D00437;keggD:M_D00437;metacyc.compound:CPD-20503;metacycM:CPD-20503;sabiork.compound:9380;sabiorkM:9380;seed.compound:cpd04486;seedM:M_cpd04486;seedM:cpd04486
MNXM1103905	Flavin adenine dinucleotide oxidized	M_fad_c;M_fad_e;M_fad_m;M_fad_r;M_fad_x	C27H30N9O15P2	782.526282	-3	biggM:fad;bigg.metabolite:fad;biggM:M_fad
MNXM1103908	3-Hydroxypropionyl-CoA	M_3hpcoa_m	C24H36N7O18P3S	835.566303	-4	biggM:3hpcoa;bigg.metabolite:3hpcoa;biggM:M_3hpcoa
MNXM1103913	1L-chiro-inositol	M_inost_c;M_inost_e;M_inost_r	C6H12O6	180.15588	0	chebi:27374;CHEBI:27374;bigg.metabolite:inost;biggM:M_inost;biggM:inost;chebi:19206;chebi:6254;hmdb:HMDB0034220;hmdb:HMDB0240209;hmdb:HMDB34220;kegg.compound:C06151;keggC:C06151;keggC:M_C06151;metacyc.compound:CPD-8055;metacycM:CPD-8055;seed.compound:cpd25015;seedM:M_cpd25015;seedM:cpd25015
MNXM1103914	Chtn c	M_chtn_c;M_chtn_e	C24H41N3O16	627.59296	0	biggM:chtn;bigg.metabolite:chtn;biggM:M_chtn
MNXM1103920	3-hydroxyoctadecanoyl-CoA(4-)	M_CE2248_c;M_CE2248_m;M_CE2248_x	C39H66N7O18P3S	1045.965003	-4	biggM:CE2248;bigg.metabolite:CE2248;biggM:M_CE2248
MNXM1103926	Maltohexaose	M_M02447_c;M_M02447_e;M_malthx_e	C36H62O31	990.85888	0	biggM:malthx;bigg.metabolite:M02447;bigg.metabolite:malthx;biggM:M02447;biggM:M_M02447;biggM:M_malthx
MNXM1103928	Lc4Cer	M_galacglcgalgluside_hs_c;M_galacglcgalgluside_hs_g	C45H79N2O23*	1016.10844	0	biggM:galacglcgalgluside_hs;bigg.metabolite:galacglcgalgluside_hs;biggM:M_galacglcgalgluside_hs
MNXM1103930	Type IIIH glycolipid	M_fucgalacgalfuc12gal14acglcgalgluside_hs_g	C71H122N3O41*	1673.724	0	biggM:fucgalacgalfuc12gal14acglcgalgluside_hs;bigg.metabolite:fucgalacgalfuc12gal14acglcgalgluside_hs;biggM:M_fucgalacgalfuc12gal14acglcgalgluside_hs
MNXM1103932	D-tagatofuranose 1,6-bisphosphate(4-)	M_HC01180_c	C6H10O12P2	336.083922	-4	biggM:HC01180;bigg.metabolite:HC01180;biggM:M_HC01180
MNXM1103934	prostaglandin G2	M_HC02217_c;M_HC02217_e;M_HC02217_r	C20H31O6	367.45654	-1	chebi:82629;CHEBI:27647;CHEBI:82629;SLM:000389777;bigg.metabolite:HC02217;biggM:HC02217;biggM:M_HC02217;chebi:26329;chebi:27647;chebi:44869;chebi:8519;kegg.compound:C05956;keggC:C05956;keggC:M_C05956;lipidmaps:LMFA03010009;lipidmapsM:LMFA03010009;metacyc.compound:CPD-17980;metacycM:CPD-17980;reactome:R-ALL-140357;reactomeM:R-ALL-140357;seed.compound:cpd03545;seedM:M_cpd03545;seedM:cpd03545;slm:000389777
MNXM1103937	(6S)-5,6,7,8-tetrahydrofolate	M_thf_c;M_thf_e;M_thf_l;M_thf_m	C19H21N7O6	443.41362	-2	chebi:57453;CHEBI:15635;CHEBI:57453;bigg.metabolite:thf;biggM:M_thf;biggM:thf;chebi:10931;chebi:12075;chebi:15220;chebi:15635;chebi:18606;chebi:46069;chebi:9482;kegg.compound:C00101;keggC:C00101;keggC:M_C00101;metacyc.compound:THF;metacycM:THF;reactome:R-ALL-111355;reactome:R-ALL-200671;reactomeM:R-ALL-111355;reactomeM:R-ALL-200671;seed.compound:cpd00087;seedM:M_cpd00087;seedM:cpd00087
MNXM1103941	1D-myo-Inositol 1,4-bisphosphate	M_mi14p_c;M_mi14p_n	C6H10O12P2	336.083922	-4	biggM:mi14p;bigg.metabolite:mi14p;biggM:M_mi14p
MNXM1103943	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	M_cholcoads_m;M_cholcoads_x	C48H74N7O20P3S	1194.123623	-4	biggM:cholcoads;bigg.metabolite:cholcoads;biggM:M_cholcoads
MNXM1103945	(2Z,4Z)-2-amino-3-carboxymuconate 6-semialdehyde	M_cmusa_c	C7H6NO5	184.12628	-1	chebi:77612;CHEBI:77612;CHEBI:994;CHEBI:995;bigg.metabolite:cmusa;biggM:M_cmusa;biggM:cmusa;chebi:994;chebi:995;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/574c32c5-4e08-48e4-a59c-1a94a433c4cb;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/574c32c5-4e08-48e4-a59c-1a94a433c4cb;hmdb:HMDB0001330;hmdb:HMDB01330;kegg.compound:C04409;keggC:C04409;keggC:M_C04409;sabiork.compound:7291;sabiorkM:7291
MNXM1103953	CMP-N-acetylneuraminate	M_cmpacna_c;M_cmpacna_e;M_cmpacna_g;M_cmpacna_n	C20H29N4O16P	612.435381	-2	biggM:cmpacna;bigg.metabolite:cmpacna;biggM:M_cmpacna
MNXM1103955	D-glucosaminylphosphatidylinositol	M_gpail_hs_c	C17H28NO17P*	549.374521	0	biggM:gpail_hs;bigg.metabolite:gpail_hs;biggM:M_gpail_hs
MNXM1103962	Arachidyl coenzyme A	M_arachcoa_c;M_arachcoa_e;M_arachcoa_m;M_arachcoa_r;M_arachcoa_x	C41H70N7O17P3S	1058.018763	-4	biggM:arachcoa;bigg.metabolite:arachcoa;biggM:M_arachcoa
MNXM1103967	Stearidonyl coenzyme A	M_strdnccoa_c;M_strdnccoa_m;M_strdnccoa_r;M_strdnccoa_x	C39H58N7O17P3S	1021.902083	-4	biggM:strdnccoa;bigg.metabolite:strdnccoa;biggM:M_strdnccoa
MNXM1103969	3-dodecenoyl CoA	M_dd3coa_m;M_dd3coa_x	C33H52N7O17P3S	943.790243	-4	biggM:dd3coa;bigg.metabolite:dd3coa;biggM:M_dd3coa
MNXM1103971	1D myo Inositol 1 4 5 trisphosphate	M_mi145p_c	C6H9O15P3	414.047943	-6	biggM:mi145p;bigg.metabolite:mi145p;biggM:M_mi145p
MNXM1103975	9-Octadecenoyl Coenzyme A	M_M00127_c;M_M00127_m;M_M00127_r;M_ocde9ecoa_x;M_odecoa_c;M_odecoa_m;M_odecoa_r;M_odecoa_x	C39H64N7O17P3S	1027.949723	-4	biggM:ocde9ecoa;bigg.metabolite:M00127;bigg.metabolite:ocde9ecoa;bigg.metabolite:odecoa;biggM:M00127;biggM:M_M00127;biggM:M_ocde9ecoa;biggM:M_odecoa;biggM:odecoa
MNXM1103976	(9Z)-octadecenoyl-CoA	M_octdececoa_c;M_octdececoa_m	C39H64N7O17P3S	1027.949723	-4	chebi:57387;CHEBI:15534;CHEBI:57387;SLM:000000419;bigg.metabolite:octdececoa;biggM:M_octdececoa;biggM:octdececoa;chebi:14685;chebi:15534;chebi:25668;chebi:7743;hmdb:HMDB0062512;hmdb:HMDB62512;kegg.compound:C00510;keggC:C00510;keggC:M_C00510;lipidmaps:LMFA07050356;lipidmapsM:LMFA07050356;metacyc.compound:OLEOYL-COA;metacycM:OLEOYL-COA;seed.compound:cpd00399;seed.compound:cpd16638;seedM:M_cpd00399;seedM:M_cpd16638;seedM:cpd00399;seedM:cpd16638;slm:000000419
